xc,yb,surf,section,cp,std
0.01,0.163,L,4,0.455,
0.03,0.163,L,4,0.28,
0.08,0.163,L,4,0.085,
0.15,0.163,L,4,-0.03,
0.225,0.163,L,4,-0.085,
0.35,0.163,L,4,-0.125,
0.5,0.163,L,4,-0.07,
0.65,0.163,L,4,-0.01,
0.75,0.163,L,4,0.02,
0.85,0.163,L,4,0.04,
0.95,0.163,L,4,0.065,
0.95,0.245,U,5,0.07,
0.85,0.245,U,5,0.02,
0.75,0.245,U,5,-0.035,
0.65,0.245,U,5,-0.075,
0.5,0.245,U,5,-0.16,
0.35,0.245,U,5,-0.315,
0.225,0.245,U,5,-0.37,
0.15,0.245,U,5,-0.385,
0.08,0.245,U,5,-0.36,
0.03,0.245,U,5,-0.305,
0.01,0.245,U,5,-0.165,
0,0.245,U,5,0.425,
0.01,0.245,L,5,0.325,
0.03,0.245,L,5,0.15,
0.08,0.245,L,5,-0.055,
0.15,0.245,L,5,-0.135,
0.225,0.245,L,5,-0.165,
0.35,0.245,L,5,-0.18,
0.5,0.245,L,5,-0.125,
0.65,0.245,L,5,-0.02,
0.75,0.245,L,5,0.02,
0.85,0.245,L,5,0.04,
0.95,0.245,L,5,0.075,
0.95,0.367,U,6,0.08,
0.85,0.367,U,6,0.015,
0.65,0.367,U,6,-0.08,
0.35,0.367,U,6,-0.315,
0.225,0.367,U,6,-0.36,
0.15,0.367,U,6,-0.385,
0.08,0.367,U,6,-0.36,
0.03,0.367,U,6,-0.315,
0.01,0.367,U,6,-0.2,
0,0.367,U,6,0.45,
0.01,0.367,L,6,0.325,
0.03,0.367,L,6,0.135,
0.08,0.367,L,6,-0.035,
0.15,0.367,L,6,-0.13,
0.225,0.367,L,6,-0.16,
0.35,0.367,L,6,-0.17,
0.5,0.367,L,6,-0.095,
0.65,0.367,L,6,-0.03,
0.75,0.367,L,6,0.005,
0.85,0.367,L,6,0.05,
0.95,0.367,L,6,0.075,
0.95,0.51,U,7,0.085,
0.85,0.51,U,7,0.03,
0.75,0.51,U,7,-0.025,
0.65,0.51,U,7,-0.08,
0.35,0.51,U,7,-0.31,
0.225,0.51,U,7,-0.355,
0.15,0.51,U,7,-0.38,
0.08,0.51,U,7,-0.38,
0.03,0.51,U,7,-0.33,
0.01,0.51,U,7,-0.15,
0,0.51,U,7,0.51,
0.01,0.51,L,7,0.35,
0.03,0.51,L,7,0.18,
0.08,0.51,L,7,-0.015,
0.15,0.51,L,7,-0.115,
0.225,0.51,L,7,-0.155,
0.35,0.51,L,7,-0.165,
0.5,0.51,L,7,-0.105,
0.65,0.51,L,7,-0.025,
0.75,0.51,L,7,0.015,
0.85,0.51,L,7,0.045,
0.95,0.51,L,7,0.07,
0.95,0.653,U,8,0.085,
0.85,0.653,U,8,0.025,
0.75,0.653,U,8,-0.01,
0.65,0.653,U,8,-0.08,
0.5,0.653,U,8,-0.175,
0.35,0.653,U,8,-0.3,
0.225,0.653,U,8,-0.355,
0.15,0.653,U,8,-0.385,
0.08,0.653,U,8,-0.405,
0.03,0.653,U,8,-0.345,
0.01,0.653,U,8,-0.2,
0,0.653,U,8,0.41,
0.01,0.653,L,8,0.355,
0.03,0.653,L,8,0.18,
0.08,0.653,L,8,-0.01,
0.15,0.653,L,8,-0.1,
0.225,0.653,L,8,-0.16,
0.35,0.653,L,8,-0.175,
0.5,0.653,L,8,-0.11,
0.65,0.653,L,8,-0.01,
0.75,0.653,L,8,0.005,
0.85,0.653,L,8,0.045,
0.95,0.653,L,8,0.08,
0.7,0.949,U,10,-0.005,
0.5,0.949,U,10,-0.12,
0.35,0.949,U,10,-0.21,
0.25,0.949,U,10,-0.24,
0.15,0.949,U,10,-0.27,
0.1,0.949,U,10,-0.26,
0.05,0.949,U,10,-0.245,
0.025,0.949,U,10,-0.215,
0,0.949,U,10,0.025,
0.025,0.949,L,10,0.06,
0.05,0.949,L,10,0.005,
0.1,0.949,L,10,-0.065,
0.15,0.949,L,10,-0.09,
0.25,0.949,L,10,-0.115,
0.35,0.949,L,10,-0.12,
0.5,0.949,L,10,-0.045,
0.7,0.949,L,10,0.035,
