xc,yb,surf,section,cp,std
0.08,0.51,U,7,-0.575,
0.03,0.51,U,7,-0.62,
0.01,0.51,U,7,-0.515,
0,0.51,U,7,0.38,
0.01,0.51,L,7,0.48,
0.03,0.51,L,7,0.355,
0.08,0.51,L,7,0.13,
0.15,0.51,L,7,0,
0.225,0.51,L,7,-0.06,
0.35,0.51,L,7,-0.095,
0.5,0.51,L,7,-0.035,
0.65,0.51,L,7,0,
0.75,0.51,L,7,0.03,
0.85,0.51,L,7,0.055,
0.95,0.51,L,7,0.075,
0.95,0.653,U,8,0.085,
0.85,0.653,U,8,0.025,
0.75,0.653,U,8,-0.015,
0.65,0.653,U,8,-0.09,
0.5,0.653,U,8,-0.205,
0.35,0.653,U,8,-0.355,
0.225,0.653,U,8,-0.445,
0.15,0.653,U,8,-0.51,
0.08,0.653,U,8,-0.595,
0.03,0.653,U,8,-0.64,
0.01,0.653,U,8,-0.575,
0,0.653,U,8,0.17,
0.01,0.653,L,8,0.475,
0.03,0.653,L,8,0.335,
0.08,0.653,L,8,0.125,
0.15,0.653,L,8,0.01,
0.225,0.653,L,8,-0.065,
0.35,0.653,L,8,-0.11,
0.5,0.653,L,8,-0.04,
0.65,0.653,L,8,0.01,
0.75,0.653,L,8,0.025,
0.85,0.653,L,8,0.055,
0.95,0.653,L,8,0.085,
0.95,0.898,U,9,0.11,
0.85,0.898,U,9,0.05,
0.75,0.898,U,9,0,
0.65,0.898,U,9,-0.045,
0.35,0.898,U,9,-0.3,
0.225,0.898,U,9,-0.38,
0.15,0.898,U,9,-0.44,
0.08,0.898,U,9,-0.51,
0.03,0.898,U,9,-0.53,
0.01,0.898,U,9,-0.425,
0,0.898,U,9,0.25,
0.01,0.898,L,9,0.345,
0.03,0.898,L,9,0.16,
0.08,0.898,L,9,-0.005,
0.15,0.898,L,9,-0.075,
0.225,0.898,L,9,-0.125,
0.35,0.898,L,9,-0.1,
0.5,0.898,L,9,-0.055,
0.65,0.898,L,9,0,
0.75,0.898,L,9,0.01,
0.85,0.898,L,9,0.035,
0.95,0.898,L,9,0.07,
0.7,0.949,U,10,-0.02,
0.5,0.949,U,10,-0.15,
0.35,0.949,U,10,-0.265,
0.25,0.949,U,10,-0.32,
0.15,0.949,U,10,-0.38,
0.1,0.949,U,10,-0.39,
0.05,0.949,U,10,-0.425,
0.025,0.949,U,10,-0.42,
0,0.949,U,10,-0.085,
0.025,0.949,L,10,0.095,
0.05,0.949,L,10,0.07,
0.1,0.949,L,10,0,
0.15,0.949,L,10,-0.035,
0.25,0.949,L,10,-0.065,
0.35,0.949,L,10,-0.08,
0.5,0.949,L,10,-0.03,
0.7,0.949,L,10,0.05,
