r,azim,z,Vmag,Vr,Vz,div,vort
0.92891,1.839,0.17772,10.08,-9.8574,2.1084,0.0010744,0.026603
0.95853,1.839,0.17772,7.5646,-7.1428,2.4907,-0.031536,0.0024117
0.99111,1.839,0.17772,5.9837,-5.4843,2.3933,-0.0055927,-0.010497
1.0207,1.839,0.17772,4.8391,-4.6156,1.4537,-0.0069098,0.00051702
0.7423,1.839,0.19253,8.7482,-4.7696,-7.3336,-0.14232,-0.012008
0.77192,1.839,0.19253,9.2259,-5.17,-7.6413,0.044528,-0.0016374
0.80451,1.839,0.19253,10.093,-5.5483,-8.4314,0.060483,-0.015094
0.83413,1.839,0.19253,11.035,-6.5938,-8.8485,-0.0099913,-0.006166
0.86671,1.839,0.19253,12.191,-9.5366,-7.5938,-0.040404,0.014248
0.89633,1.839,0.19253,11.207,-10.652,-3.4855,0.021315,0.019454
0.92891,1.839,0.19253,9.3071,-9.2822,0.68167,0.0042636,0.00081954
0.95853,1.839,0.19253,7.3531,-7.2084,1.4514,0.0065588,0.0097186
0.99111,1.839,0.19253,5.8941,-5.6428,1.7026,0.0060225,-0.00055804
1.0207,1.839,0.19253,5.132,-4.9976,1.1669,-0.00068018,0.0029999
0.7423,1.839,0.20438,8.589,-4.7881,-7.1305,-0.089816,-0.017025
0.77192,1.839,0.20438,9.1259,-5.8547,-7.0003,0.03785,0.0084884
0.80451,1.839,0.20438,9.4813,-5.4751,-7.7406,0.0055646,-0.006006
0.83413,1.839,0.20438,10.454,-6.6508,-8.0652,0.054252,5.19E-05
0.86671,1.839,0.20438,11.012,-8.4944,-7.0081,-0.040205,0.0073542
0.89633,1.839,0.20438,10.176,-9.6582,-3.2058,-0.015753,0.016037
0.92891,1.839,0.20438,8.6171,-8.6128,-0.27027,-0.011144,0.0079372
0.95853,1.839,0.20438,7.2258,-7.2036,0.5665,-0.032369,0.010593
0.99111,1.839,0.20438,5.8344,-5.7552,0.95787,-0.029037,0.0070424
1.0207,1.839,0.20438,5.4437,-5.3167,1.1691,-0.02088,0.00081871
0.7423,2.1455,0.088861,9.9731,-3.3459,-9.395,-0.087058,-0.027099
0.77192,2.1455,0.088861,10.945,-2.4798,-10.661,0.047256,0.0074038
0.80451,2.1455,0.088861,11.766,-1.3355,-11.69,-0.027995,-0.0029508
0.83413,2.1455,0.088861,13.609,2.1121,-13.444,-0.022014,-0.0052433
0.86671,2.1455,0.088861,16.33,12.821,-10.114,-0.017661,0.018206
0.89633,2.1455,0.088861,9.7371,7.4161,6.3096,0.064776,0.015415
0.92891,2.1455,0.088861,5.2227,0.24303,5.2171,-0.049778,0.0064799
0.95853,2.1455,0.088861,4.4566,-1.2003,4.2919,0.018157,-0.00080222
0.99111,2.1455,0.088861,4.1979,-2.5827,3.3093,-0.015007,0.01787
1.0207,2.1455,0.088861,3.3763,-2.3321,2.4414,0.039825,-0.0094874
0.7423,2.1455,0.10071,10.365,-3.8362,-9.6291,-0.029367,-0.024531
0.77192,2.1455,0.10071,10.815,-2.816,-10.442,0.042267,0.00081981
0.80451,2.1455,0.10071,12.217,-2.0055,-12.051,-0.0077407,-0.012176
0.83413,2.1455,0.10071,15.288,0.74427,-15.27,-0.033952,-0.026549
0.86671,2.1455,0.10071,20.078,12.726,-15.53,0.16544,0.51073
0.89633,2.1455,0.10071,15.067,7.1191,13.279,-0.059781,0.071475
0.92891,2.1455,0.10071,6.3701,-0.4002,6.3575,-0.017531,-0.009654
0.95853,2.1455,0.10071,4.9202,-1.7336,4.6046,-0.0026695,0.015377
0.99111,2.1455,0.10071,4.4964,-3.0261,3.3258,0.0096166,0.0078946
1.0207,2.1455,0.10071,3.5915,-2.561,2.5179,0.064242,-0.013471
0.7423,2.1455,0.11552,10.223,-4.0778,-9.3745,-0.020722,-0.01572
0.77192,2.1455,0.11552,10.851,-3.6114,-10.233,0.059299,-0.014456
0.80451,2.1455,0.11552,12.85,-3.2712,-12.427,0.033574,-0.010078
0.83413,2.1455,0.11552,16.161,-2.1791,-16.013,-0.015196,0.0090342
0.86671,2.1455,0.11552,17.509,-6.7986,-16.135,-0.53079,0.95155
0.89633,2.1455,0.11552,17.879,-5.0008,17.166,-0.12424,0.32246
0.92891,2.1455,0.11552,7.8114,-3.4629,7.0019,0.12093,0.031211
0.95853,2.1455,0.11552,5.7819,-3.4929,4.6076,-0.049075,0.00021029
0.99111,2.1455,0.11552,4.8275,-3.454,3.3726,-0.025149,-0.0040245
1.0207,2.1455,0.11552,3.8881,-2.8695,2.6236,0.046577,-0.0072161
0.7423,2.1455,0.12737,10.015,-4.0693,-9.1512,-0.037321,-0.036226
0.77192,2.1455,0.12737,10.564,-4.0468,-9.7586,0.04093,-0.00328
0.80451,2.1455,0.12737,12.504,-3.717,-11.938,0.062131,-0.0042187
0.83413,2.1455,0.12737,16.054,-4.8706,-15.297,0.068002,0.011645
0.86671,2.1455,0.12737,23.867,-18.8,-14.703,-0.4836,0.47755
0.89633,2.1455,0.12737,19.403,-15.109,12.173,-0.068742,0.089994
0.92891,2.1455,0.12737,8.7822,-5.3524,6.9627,0.036341,0.0094368
0.95853,2.1455,0.12737,6.0706,-4.2523,4.3324,-0.0094252,-0.00066369
0.99111,2.1455,0.12737,4.9414,-3.6833,3.2941,0.0032457,-0.0050016
1.0207,2.1455,0.12737,4.0439,-3.2693,2.3801,0.043967,-0.0076637
0.7423,2.1455,0.13922,9.7984,-4.1634,-8.8699,-0.027706,-0.029415
0.77192,2.1455,0.13922,10.224,-4.0318,-9.3952,0.027688,-0.025626
0.80451,2.1455,0.13922,12.26,-4.5768,-11.374,-0.021566,0.0058352
0.83413,2.1455,0.13922,15.314,-7.3228,-13.449,0.036219,0.023186
0.86671,2.1455,0.13922,20.771,-17.998,-10.368,-0.046533,0.06495
0.89633,2.1455,0.13922,16.346,-15.578,4.9523,-0.13161,0.018882
0.92891,2.1455,0.13922,8.6868,-6.5889,5.6611,-0.062235,0.035858
0.95853,2.1455,0.13922,6.4206,-5.018,4.0056,-0.030399,-0.00011118
0.99111,2.1455,0.13922,4.9999,-4.0806,2.8891,-0.020525,0.0051664
1.0207,2.1455,0.13922,4.1601,-3.6164,2.0562,0.045987,-0.017195
0.7423,2.1455,0.15403,9.4609,-4.465,-8.341,-0.080136,-0.021665
0.77192,2.1455,0.15403,10.083,-4.307,-9.117,0.0060512,0.0059306
0.80451,2.1455,0.15403,11.936,-5.2711,-10.709,-0.019048,0.0097658
0.83413,2.1455,0.15403,13.666,-7.5404,-11.397,-0.0027897,0.0074697
0.86671,2.1455,0.15403,15.197,-13.451,-7.0729,0.13203,-0.02472
0.89633,2.1455,0.15403,12.735,-12.708,-0.8246,0.0018844,0.030826
0.92891,2.1455,0.15403,8.9894,-8.305,3.4403,-0.028254,0.02141
0.95853,2.1455,0.15403,6.5055,-5.8491,2.8477,-0.028082,0.011807
0.99111,2.1455,0.15403,5.1247,-4.5144,2.4254,0.018732,0.001666
1.0207,2.1455,0.15403,4.2267,-3.8152,1.8191,0.076878,-0.018488
0.7423,2.1455,0.16587,9.1522,-4.6227,-7.899,-0.10391,-0.027138
0.77192,2.1455,0.16587,9.9139,-4.7305,-8.7125,0.040298,0.0056948
0.80451,2.1455,0.16587,11.169,-5.6045,-9.6611,0.013635,0.0042477
0.83413,2.1455,0.16587,12.621,-7.521,-10.135,-0.011967,0.003006
0.86671,2.1455,0.16587,12.874,-11.579,-5.627,-0.042814,0.034532
0.89633,2.1455,0.16587,11.632,-11.606,-0.77214,0.13446,0.02338
0.92891,2.1455,0.16587,8.5069,-8.3231,1.7588,0.021949,-0.013365
0.95853,2.1455,0.16587,6.7207,-6.3148,2.3003,0.01121,0.011622
0.99111,2.1455,0.16587,5.291,-4.8628,2.0852,-0.021557,0.0039771
1.0207,2.1455,0.16587,4.4539,-4.0801,1.7862,0.085891,-0.0068013
0.7423,2.1455,0.17772,8.8507,-4.7664,-7.4576,-0.081023,0.0021335
0.77192,2.1455,0.17772,9.4706,-5.0177,-8.0321,0.0883,-0.011383
0.80451,2.1455,0.17772,10.721,-5.9138,-8.9425,0.025982,0.008518
0.83413,2.1455,0.17772,11.746,-7.5067,-9.0343,0.034167,0.0039469
0.86671,2.1455,0.17772,11.351,-10.128,-5.1244,-0.077647,0.012541
0.89633,2.1455,0.17772,10.449,-10.41,-0.90339,-0.049879,0.018489
0.92891,2.1455,0.17772,8.2053,-8.0995,1.3136,0.03037,0.0077065
0.95853,2.1455,0.17772,6.7826,-6.5951,1.584,0.012957,0.017218
0.99111,2.1455,0.17772,5.4916,-5.205,1.7507,0.011527,-0.0027746
1.0207,2.1455,0.17772,4.5523,-4.3466,1.3529,0.054205,-0.0091236
0.7423,2.1455,0.19253,8.7542,-5.0892,-7.123,-0.076142,0.0020362
0.77192,2.1455,0.19253,8.7362,-5.1266,-7.0738,0.038854,0.011228
0.80451,2.1455,0.19253,9.9612,-5.976,-7.9695,0.039272,-0.00047478
0.83413,2.1455,0.19253,10.89,-7.3229,-8.0601,0.027351,-0.0072301
0.86671,2.1455,0.19253,10.47,-8.9005,-5.5142,-0.079959,0.02406
0.89633,2.1455,0.19253,9.2824,-9.0601,-2.0194,-0.0068209,-2.11E-05
0.92891,2.1455,0.19253,7.7006,-7.685,0.48969,-0.034903,-0.0025586
0.95853,2.1455,0.19253,6.4135,-6.3359,0.9943,-0.04519,-0.0007191
0.99111,2.1455,0.19253,5.1766,-5.0242,1.2466,-0.015529,-0.0019838
1.0207,2.1455,0.19253,4.6164,-4.5142,0.96585,0.10266,-0.0063186
0.7423,2.1455,0.20438,8.5248,-5.1421,-6.7993,-0.017193,2.54E-05
0.77192,2.1455,0.20438,8.768,-5.7537,-6.6161,0.060659,-0.0074828
0.80451,2.1455,0.20438,9.4109,-5.9519,-7.2896,0.011076,-0.0035742
0.83413,2.1455,0.20438,10.008,-6.6351,-7.4921,-0.0083768,0.0042937
0.86671,2.1455,0.20438,9.99,-8.3411,-5.4978,-0.010406,0.023638
0.89633,2.1455,0.20438,8.8319,-8.4793,-2.4705,-0.023294,-0.0010208
0.92891,2.1455,0.20438,7.4345,-7.419,-0.47987,-0.036228,0.0010687
0.95853,2.1455,0.20438,6.2825,-6.2808,0.14789,-0.0044108,0.0032633
0.99111,2.1455,0.20438,5.5658,-5.5016,0.84266,-0.023813,0.013574
1.0207,2.1455,0.20438,4.83,-4.727,0.99225,0.088832,0.0014323
0.7423,2.452,0.088861,10.106,-3.0135,-9.6457,0.022732,-0.02649
0.77192,2.452,0.088861,11.286,-2.5889,-10.985,0.013348,-0.0032068
0.80451,2.452,0.088861,13.342,-0.58617,-13.329,-0.0062061,0.0078597
0.83413,2.452,0.088861,18.702,2.6825,-18.509,-0.011345,0.043549
0.86671,2.452,0.088861,16.817,16.387,3.7792,-0.0532,0.77359
0.89633,2.452,0.088861,9.7022,1.342,9.6089,0.017388,0.0089824
0.92891,2.452,0.088861,5.2437,-1.351,5.0667,-0.028617,0.0028373
0.95853,2.452,0.088861,4.6498,-2.4931,3.925,-0.0069597,-0.0041761
0.99111,2.452,0.088861,4.1611,-2.7671,3.1077,-0.017821,-2.15E-05
1.0207,2.452,0.088861,3.7201,-2.6261,2.6349,-0.0035715,0.0019884
0.7423,2.452,0.10071,10.115,-2.9392,-9.6789,0.03447,-0.014488
0.77192,2.452,0.10071,11.29,-2.9777,-10.89,0.026769,-0.03538
0.80451,2.452,0.10071,13.688,-2.0132,-13.539,-0.018406,0.015539
0.83413,2.452,0.10071,20.181,-3.143,-19.935,-0.059201,0.048296
0.86671,2.452,0.10071,,-1.2945,6.9034,0.75689,0.86938
0.89633,2.452,0.10071,11.687,-3.3583,11.194,0.046398,0.041036
0.92891,2.452,0.10071,6.0897,-2.8978,5.356,0.026033,0.050717
0.95853,2.452,0.10071,4.6939,-2.8229,3.7502,0.010274,0.0019666
0.99111,2.452,0.10071,4.2438,-2.9251,3.0746,-0.0099337,0.003264
1.0207,2.452,0.10071,3.8604,-2.8835,2.5668,-0.0012875,0.0094754
0.7423,2.452,0.11552,10.129,-3.5568,-9.4837,0.01832,0.005424
0.77192,2.452,0.11552,10.914,-3.1908,-10.438,0.0022562,-0.0099637
0.80451,2.452,0.11552,13.88,-4.1782,-13.236,-0.040149,0.016745
0.83413,2.452,0.11552,19.52,-9.2882,-17.169,0.007552,0.011944
0.86671,2.452,0.11552,24.119,-24.034,2.0217,-0.20733,0.39671
0.89633,2.452,0.11552,12.646,-9.0249,8.8589,0.022668,0.026902
0.92891,2.452,0.11552,6.5248,-3.8818,5.2445,0.0080674,0.046651
0.95853,2.452,0.11552,5.3049,-3.626,3.8722,0.023908,0.0024991
0.99111,2.452,0.11552,4.4935,-3.5363,2.7723,-0.0063399,-0.0019641
1.0207,2.452,0.11552,4.2293,-3.2917,2.6556,-0.0014253,0.0070289
0.7423,2.452,0.12737,10.223,-4.3449,-9.2539,-0.02535,-0.0085071
0.77192,2.452,0.12737,10.782,-4.0682,-9.9852,0.026831,0.0057033
0.80451,2.452,0.12737,13.259,-5.2454,-12.177,-0.028643,-0.0013351
0.83413,2.452,0.12737,16.79,-10.058,-13.443,-0.06731,-0.00012115
0.86671,2.452,0.12737,20.114,-20.051,-1.593,-0.078815,0.029166
0.89633,2.452,0.12737,12.181,-10.695,5.8313,-0.065309,0.019708
0.92891,2.452,0.12737,7.2265,-5.5143,4.6707,-0.020504,-0.00082889
0.95853,2.452,0.12737,5.5868,-4.3838,3.4633,-0.00012005,0.0050757
0.99111,2.452,0.12737,4.4579,-3.6206,2.6009,-0.0035164,0.0039408
1.0207,2.452,0.12737,4.2065,-3.4463,2.412,-0.0092942,0.012627
0.7423,2.452,0.13922,9.6498,-4.3299,-8.6239,-0.010866,-0.0085001
0.77192,2.452,0.13922,10.461,-4.3516,-9.5124,0.0099178,-0.014268
0.80451,2.452,0.13922,12.555,-5.7974,-11.137,-0.013016,0.0023753
0.83413,2.452,0.13922,14.482,-9.7025,-10.752,-0.024348,0.0082547
0.86671,2.452,0.13922,15.316,-14.966,-3.2527,0.026523,-0.024679
0.89633,2.452,0.13922,11.385,-11.053,2.727,0.043313,-0.0023346
0.92891,2.452,0.13922,7.1949,-6.1283,3.7697,0.0094291,0.022573
0.95853,2.452,0.13922,5.62,-4.8995,2.753,-0.014996,0.018364
0.99111,2.452,0.13922,4.7368,-4.0811,2.4045,-0.0053904,0.015288
1.0207,2.452,0.13922,4.3443,-3.8338,2.0432,-0.0089771,0.007882
0.7423,2.452,0.15403,9.0205,-4.381,-7.8852,-0.01474,0.019041
0.77192,2.452,0.15403,10.142,-4.7077,-8.9831,-0.0041618,0.0056398
0.80451,2.452,0.15403,11.834,-6.3103,-10.011,0.040051,-0.008766
0.83413,2.452,0.15403,12.298,-8.4097,-8.973,-0.036946,0.0015238
0.86671,2.452,0.15403,11.978,-11.579,-3.0637,-0.03725,0.015343
0.89633,2.452,0.15403,9.7145,-9.6427,1.1786,-0.021886,0.0043481
0.92891,2.452,0.15403,7.0723,-6.6573,2.3872,0.0097824,0.014155
0.95853,2.452,0.15403,5.9171,-5.4389,2.3302,-0.0057662,0.0085124
0.99111,2.452,0.15403,5.1083,-4.6572,2.0988,0.0055093,0.013203
1.0207,2.452,0.15403,4.484,-4.2348,1.4741,-0.010306,0.0013632
0.7423,2.452,0.16587,8.9487,-4.9296,-7.4685,-0.036909,0.011625
0.77192,2.452,0.16587,9.6676,-4.9108,-8.3275,0.014807,-0.0044618
0.80451,2.452,0.16587,11.012,-6.6308,-8.7918,0.034498,0.011274
0.83413,2.452,0.16587,11.447,-7.9728,-8.2139,0.00553,0.037727
0.86671,2.452,0.16587,10.797,-10.085,-3.8569,0.0082203,0.027
0.89633,2.452,0.16587,9.2173,-9.2108,-0.34588,-0.0062243,0.021774
0.92891,2.452,0.16587,6.9103,-6.709,1.6558,-0.0097365,0.019297
0.95853,2.452,0.16587,5.9721,-5.6458,1.9472,-0.011186,0.0066578
0.99111,2.452,0.16587,5.329,-5.0096,1.8172,0.0084167,0.0053253
1.0207,2.452,0.16587,4.4776,-4.2896,1.2837,-0.0026488,0.0022825
0.7423,2.452,0.17772,8.6584,-5.1939,-6.9275,-0.026113,0.014575
0.77192,2.452,0.17772,9.1133,-5.1696,-7.5052,0.031002,-0.0095385
0.80451,2.452,0.17772,10.456,-6.7813,-7.9588,-0.017786,-0.0026451
0.83413,2.452,0.17772,10.857,-8.1325,-7.1927,-0.030329,0.020035
0.86671,2.452,0.17772,9.7834,-9.1185,-3.545,0.0062688,-0.00068825
0.89633,2.452,0.17772,8.3872,-8.33,-0.97714,-0.02396,-0.016797
0.92891,2.452,0.17772,7.0975,-7.0548,0.77737,0.0040152,0.022002
0.95853,2.452,0.17772,5.9001,-5.7415,1.3587,-0.016103,-0.002093
0.99111,2.452,0.17772,5.1414,-4.947,1.4006,-0.0061925,-0.019423
1.0207,2.452,0.17772,4.5452,-4.4284,1.024,-0.007878,0.00014897
0.7423,2.452,0.19253,8.4878,-5.2597,-6.6616,-0.029644,0.00417
0.77192,2.452,0.19253,8.601,-5.4612,-6.6447,0.047792,0.0085575
0.80451,2.452,0.19253,9.6044,-6.1202,-7.4018,0.010817,-0.021231
0.83413,2.452,0.19253,9.8378,-7.3269,-6.5649,0.0062246,-0.0017401
0.86671,2.452,0.19253,9.1063,-8.1737,-4.0144,-0.020848,0.027343
0.89633,2.452,0.19253,7.9259,-7.7501,-1.6603,0.010256,0.0084303
0.92891,2.452,0.19253,6.66,-6.6584,0.14806,-0.0020077,-0.00024557
0.95853,2.452,0.19253,5.7435,-5.7169,0.55282,-0.0097681,0.0012189
0.99111,2.452,0.19253,4.9403,-4.8503,0.93854,-0.0099474,0.012053
1.0207,2.452,0.19253,4.8714,-4.8089,0.77785,0.0091427,0.0044152
0.7423,2.452,0.20438,8.115,-5.1233,-6.2933,-0.037788,0.02268
0.77192,2.452,0.20438,8.2791,-5.7773,-5.9301,0.046819,0.013661
0.80451,2.452,0.20438,8.7575,-5.4596,-6.8474,0.039885,-0.0086964
0.83413,2.452,0.20438,9.3739,-6.7489,-6.5056,-0.023359,-0.00025754
0.86671,2.452,0.20438,8.8774,-7.5858,-4.6112,-0.020228,0.0028255
0.89633,2.452,0.20438,7.4501,-7.2234,-1.8241,-0.026441,0.010802
0.92891,2.452,0.20438,6.5141,-6.4884,-0.57822,-0.016608,0.016228
0.95853,2.452,0.20438,5.6935,-5.6928,0.088468,-0.0093926,0.013125
0.99111,2.452,0.20438,5.385,-5.3501,0.61147,-0.014054,0.0054211
1.0207,2.452,0.20438,5.1357,-5.0824,0.73764,-0.016616,0.0087065
0.7423,2.7585,0.088861,9.8464,-2.5857,-9.5008,0.080292,0.0033599
0.77192,2.7585,0.088861,11.171,-1.4335,-11.079,0.045286,0.0077147
0.80451,2.7585,0.088861,15.027,-1.4259,-14.959,-0.13915,0.024692
0.83413,2.7585,0.088861,20.382,-5.3571,-19.666,-0.056716,0.58534
0.86671,2.7585,0.088861,17.761,-3.6036,17.392,0.080297,0.31492
0.89633,2.7585,0.088861,8.2672,-3.4515,7.5123,-0.010191,-0.018202
0.92891,2.7585,0.088861,5.2011,-2.7599,4.4084,0.015008,0.016671
0.95853,2.7585,0.088861,4.5138,-2.703,3.615,-0.022324,0.023104
0.99111,2.7585,0.088861,3.953,-2.7539,2.8359,-0.00031936,-0.0013007
1.0207,2.7585,0.088861,3.5066,-2.8666,2.0196,0.039875,-0.024674
0.7423,2.7585,0.10071,9.8436,-3.0396,-9.3626,0.031088,0.002693
0.77192,2.7585,0.10071,11.105,-2.2981,-10.865,0.044131,0.0060873
0.80451,2.7585,0.10071,14.71,-4.2019,-14.097,-0.049645,-0.0013075
0.83413,2.7585,0.10071,23.631,-15.712,-17.652,-0.18472,0.3043
0.86671,2.7585,0.10071,19.815,-14.282,13.736,-0.064823,0.14669
0.89633,2.7585,0.10071,9.062,-5.5675,7.15,-0.0013012,-0.019609
0.92891,2.7585,0.10071,5.9344,-3.8979,4.4748,0.0068402,0.0033385
0.95853,2.7585,0.10071,4.6821,-3.2942,3.3272,-0.0083317,-0.010517
0.99111,2.7585,0.10071,4.2447,-3.1938,2.7959,-0.0055066,-0.0012704
1.0207,2.7585,0.10071,3.539,-2.7857,2.1828,0.041426,-0.016552
0.7423,2.7585,0.11552,9.7001,-3.5216,-9.0383,0.049339,-0.04094
0.77192,2.7585,0.11552,11.217,-3.6459,-10.608,0.06177,-0.004832
0.80451,2.7585,0.11552,13.62,-6.3665,-12.041,0.00010286,0.032697
0.83413,2.7585,0.11552,18.719,-15.699,-10.194,-0.065052,0.035407
0.86671,2.7585,0.11552,16.097,-14.893,6.107,0.041983,0.0017291
0.89633,2.7585,0.11552,8.9259,-6.5256,6.09,-0.0026771,-0.012311
0.92891,2.7585,0.11552,6.0505,-4.4705,4.0771,-0.038759,0.002021
0.95853,2.7585,0.11552,4.5128,-3.4532,2.9053,0.027263,0.0033281
0.99111,2.7585,0.11552,4.1909,-3.3014,2.5816,-0.013264,0.0018126
1.0207,2.7585,0.11552,3.6276,-3.0197,2.0103,0.051455,-0.011161
0.7423,2.7585,0.12737,9.1968,-3.4986,-8.5053,0.02656,-0.032038
0.77192,2.7585,0.12737,10.569,-3.9696,-9.7957,0.030935,0.014368
0.80451,2.7585,0.12737,12.486,-6.8822,-10.418,-0.039663,-0.0086739
0.83413,2.7585,0.12737,15.141,-13.375,-7.096,0.02853,0.0003564
0.86671,2.7585,0.12737,13.056,-12.744,2.8396,-0.057423,0.036317
0.89633,2.7585,0.12737,8.9539,-7.8807,4.2503,-0.08597,0.049033
0.92891,2.7585,0.12737,6.4103,-5.333,3.5569,0.029071,-0.0022419
0.95853,2.7585,0.12737,4.9005,-4.0503,2.7587,-0.0067359,0.021224
0.99111,2.7585,0.12737,4.2825,-3.5648,2.3732,-0.031287,0.0016455
1.0207,2.7585,0.12737,3.8381,-3.3368,1.8965,0.061341,-0.021019
0.7423,2.7585,0.13922,9.1736,-4.5117,-7.9875,-0.0036376,-0.00029339
0.77192,2.7585,0.13922,10.599,-4.8883,-9.4046,0.023686,0.012487
0.80451,2.7585,0.13922,11.398,-6.9981,-8.9962,0.039194,0.037931
0.83413,2.7585,0.13922,12.264,-10.859,-5.7006,-0.037401,-0.0047076
0.86671,2.7585,0.13922,11.461,-11.439,0.71385,-0.044078,0.0078144
0.89633,2.7585,0.13922,8.8269,-8.3912,2.7392,0.0029994,-0.029635
0.92891,2.7585,0.13922,6.3771,-5.6196,3.0147,0.002662,0.0033935
0.95853,2.7585,0.13922,4.9013,-4.2858,2.378,0.011209,0.0059652
0.99111,2.7585,0.13922,4.5705,-4.1005,2.0187,-0.016763,0.014581
1.0207,2.7585,0.13922,3.9108,-3.5213,1.7015,0.061917,-0.013727
0.7423,2.7585,0.15403,8.6477,-4.941,-7.0971,-0.022988,-0.013184
0.77192,2.7585,0.15403,9.8506,-5.3159,-8.2931,0.0028371,-0.015365
0.80451,2.7585,0.15403,10.591,-7.0741,-7.882,-0.015581,0.0087855
0.83413,2.7585,0.15403,10.489,-9.3346,-4.7846,-0.020434,0.0010662
0.86671,2.7585,0.15403,9.8343,-9.7774,-1.0567,-0.063149,0.016572
0.89633,2.7585,0.15403,8.0919,-7.9838,1.3183,0.007298,0.018548
0.92891,2.7585,0.15403,6.2918,-6.0009,1.891,-0.011636,-0.0056428
0.95853,2.7585,0.15403,5.5555,-5.1735,2.0243,-0.012341,0.014662
0.99111,2.7585,0.15403,4.8673,-4.5218,1.8012,0.020129,-8.30E-05
1.0207,2.7585,0.15403,4.1482,-3.8892,1.4428,0.083987,-0.0056132
0.7423,2.7585,0.16587,8.4629,-5.1583,-6.7091,-0.026036,0.0072282
0.77192,2.7585,0.16587,9.0825,-5.2623,-7.4027,-0.0055315,0.0095672
0.80451,2.7585,0.16587,10.158,-6.8391,-7.5108,0.030234,-0.00079062
0.83413,2.7585,0.16587,9.3365,-8.1135,-4.6197,-0.021587,-0.00089892
0.86671,2.7585,0.16587,8.8151,-8.6439,-1.7286,-0.0040172,0.00091763
0.89633,2.7585,0.16587,7.5857,-7.5672,0.52981,-0.024045,0.0063381
0.92891,2.7585,0.16587,6.1698,-5.9739,1.5426,0.021317,-0.0066506
0.95853,2.7585,0.16587,5.618,-5.3762,1.6306,-0.028368,0.0032608
0.99111,2.7585,0.16587,4.7437,-4.4603,1.615,-0.016318,-0.010135
1.0207,2.7585,0.16587,4.2578,-4.0492,1.3165,0.074706,-0.0086875
0.7423,2.7585,0.17772,7.7901,-5.032,-5.9468,0.016583,0.021264
0.77192,2.7585,0.17772,8.4733,-5.3633,-6.5599,0.011816,-0.0172
0.80451,2.7585,0.17772,9.5798,-6.8766,-6.6698,0.044931,0.0014434
0.83413,2.7585,0.17772,9.0939,-7.7519,-4.7546,-0.047302,0.012999
0.86671,2.7585,0.17772,7.8998,-7.6601,-1.9312,-0.042776,0.0038833
0.89633,2.7585,0.17772,7.2484,-7.2483,-0.04228,-0.032497,-0.011291
0.92891,2.7585,0.17772,6.2276,-6.1621,0.90093,-0.014489,0.020103
0.95853,2.7585,0.17772,5.3582,-5.2501,1.0706,-0.018607,0.0048197
0.99111,2.7585,0.17772,4.8328,-4.6881,1.1738,0.0033793,0.0031608
1.0207,2.7585,0.17772,4.2439,-4.0839,1.1546,0.032497,-0.008276
0.7423,2.7585,0.19253,7.4,-5.0962,-5.3655,-0.012487,0.039915
0.77192,2.7585,0.19253,8.3073,-5.5941,-6.1414,0.024309,-0.0077496
0.80451,2.7585,0.19253,8.6126,-6.0791,-6.1009,-0.041808,-0.030322
0.83413,2.7585,0.19253,8.6516,-7.0258,-5.0485,-0.045276,0.0063239
0.86671,2.7585,0.19253,7.7783,-7.3268,-2.6115,-0.030898,0.0030341
0.89633,2.7585,0.19253,6.5615,-6.4934,-0.9433,-0.02045,0.0064398
0.92891,2.7585,0.19253,6.1269,-6.1263,0.089613,-0.011155,0.0059297
0.95853,2.7585,0.19253,5.4016,-5.3647,0.63008,-0.0099471,0.009232
0.99111,2.7585,0.19253,4.8892,-4.8039,0.90959,-0.025309,0.0073506
1.0207,2.7585,0.19253,4.4898,-4.428,0.74278,0.046821,-0.0081265
0.7423,2.7585,0.20438,6.9081,-5.2724,-4.4635,0.01944,0.026593
0.77192,2.7585,0.20438,7.6281,-5.5808,-5.2003,0.058517,-0.00022932
0.80451,2.7585,0.20438,8.0526,-5.2181,-6.1331,0.052446,-0.017433
0.83413,2.7585,0.20438,8.1483,-6.5381,-4.8629,0.024122,-0.022943
0.86671,2.7585,0.20438,7.6154,-6.9428,-3.1294,-0.020994,0.0073372
0.89633,2.7585,0.20438,6.9941,-6.8715,-1.3034,-0.013267,0.031645
0.92891,2.7585,0.20438,5.9916,-5.9833,-0.31653,-0.025596,0.015025
0.95853,2.7585,0.20438,5.5349,-5.5184,0.42642,-0.0010358,0.02008
0.99111,2.7585,0.20438,5.0787,-5.0413,0.61447,0.00013091,0.0062729
1.0207,2.7585,0.20438,4.4628,-4.4311,0.5316,0.070848,-0.016036
0.7423,3.065,0.088861,12.772,-2.2377,-12.574,0.12351,-0.05038
0.77192,3.065,0.088861,14.492,-1.3272,-14.431,-0.015737,0.0093621
0.80451,3.065,0.088861,21.04,-6.9994,-19.842,-0.024683,-0.0045134
0.83413,3.065,0.088861,13.16,-13.16,0.028163,-0.17735,0.50926
0.86671,3.065,0.088861,9.5382,-6.6375,6.8499,0.017819,-0.016863
0.89633,3.065,0.088861,3.2356,-3.0045,1.2007,0.0068242,0.012865
0.92891,3.065,0.088861,1.5162,-1.5039,0.19254,-0.012423,0.011467
0.95853,3.065,0.088861,0.47886,-0.19272,0.43837,-0.015586,0.017645
0.99111,3.065,0.088861,1.058,-0.041491,1.0572,-0.037271,0.014195
